YEAR,GP,MIN,"%FGA2PT","%FGA3PT","%PTS2PT","%PTS2PT MR","%PTS3PT","%PTSFBPS","%PTSFT","%PTSOFF TO","%PTSPITP","2FGM%AST","2FGM%UAS","3FGM%AST","3FGM%UAST","FGM%AST","FGM%UAST",TEAM
1997,82,48.4,78.4,21.6,61.2,10,17.2,17.4,21.5,17.2,51.2,60.2,39.8,83.5,16.5,63.9,36.1,Lakers
1996,82,48.6,77.4,22.6,60.2,13.6,20.2,15.3,19.7,18.7,46.5,58.7,41.3,71.7,28.3,61.1,38.9,Lakers
2020,72,48.5,63.7,36.3,54,8.4,30.3,12.1,15.7,15.9,45.6,50.6,49.4,87.7,12.3,60.7,39.3,Lakers
2019,71,48.1,64.2,35.8,55.2,8.7,29.1,16.2,15.6,16.7,46.5,51.8,48.2,83.1,16.9,60,40,Lakers
2011,66,48.7,79.1,20.9,64.4,20.6,16.9,9.6,18.7,12.8,43.7,57.5,42.5,82,18,61.1,38.9,Lakers
1998,50,48.2,82.6,17.4,64.6,17.4,14.6,12.2,20.7,15,47.3,56.1,43.9,81.7,18.3,59.5,40.5,Lakers
2021,82,48.2,65.4,34.6,55.4,5.6,29.9,15.3,14.7,15.8,49.8,50.4,49.6,85.4,14.6,59.7,40.3,Grizzlies
2018,82,48.5,65.8,34.2,54.2,9.5,28.7,11.9,17.1,16.6,44.8,56.2,43.8,82.6,17.4,63.1,36.9,Grizzlies
2017,82,48.1,68.3,31.7,55.4,12.8,27.9,13.3,16.7,17.2,42.6,51,49,81.5,18.5,58.6,41.4,Grizzlies
2016,82,48.5,68.4,31.6,53.8,13.5,27.9,10.1,18.3,16,40.3,50.4,49.6,81.6,18.4,58.4,41.6,Grizzlies
2015,82,48.4,77.8,22.2,61.9,17.5,18.6,12.7,19.5,18,44.4,50.2,49.8,86.1,13.9,56.2,43.8,Grizzlies
2014,82,48.5,81.6,18.4,66.3,18.4,15.7,11.9,17.9,17.1,48,52.8,47.2,86.5,13.5,57.4,42.6,Grizzlies
2013,82,48.3,82.9,17.1,68.9,19.4,15.4,11,15.7,16.9,49.5,52.6,47.4,89.4,10.6,57.4,42.6,Grizzlies
2012,82,48.3,83.4,16.6,67.4,21.3,15,13.4,17.6,18.6,46.1,53.3,46.7,88.5,11.5,57.9,42.1,Grizzlies
2010,82,48.5,86.4,13.6,70.6,19.1,11.3,16.6,18.1,19.5,51.4,48.8,51.2,90.6,9.4,52.8,47.2,Grizzlies
2009,82,48.5,85.2,14.8,68.5,18.4,12.3,17.2,19.2,16.7,50.1,43.3,56.7,86,14,47.9,52.1,Grizzlies
2008,82,48.3,82.5,17.5,64.1,20.3,15.5,12.7,20.4,17.6,43.8,43.3,56.7,89.2,10.8,49.7,50.3,Grizzlies
2007,82,48.3,73.6,26.4,59.1,15.4,22.5,14.9,18.4,15.2,43.7,42,58,88.7,11.3,51.4,48.6,Grizzlies
2006,82,48.7,78.9,21.1,60,18.2,18,14.1,22,16.5,41.8,50.5,49.5,83.6,16.4,56,44,Grizzlies
2005,82,48.4,74.2,25.8,57.1,16.4,23.4,9.8,19.5,17.3,40.7,49.4,50.6,88.5,11.5,57.8,42.2,Grizzlies
2004,82,48.1,76.3,23.7,59.3,16.3,20.8,12,19.9,19.1,43,54.6,45.4,89.6,10.4,61.2,38.8,Grizzlies
2003,82,48.5,80.3,19.7,63.5,17.3,16.9,16.9,19.6,20,46.2,60.9,39.1,85.7,14.3,64.6,35.4,Grizzlies
2002,82,48.6,81,19,64.6,22.2,17.5,16.6,17.9,16.4,42.4,58.4,41.6,82.2,17.8,62.1,37.9,Grizzlies
2001,82,48.2,83.2,16.8,68.2,24.4,13.7,13,18.1,16.6,43.8,61.3,38.7,72.3,27.7,62.6,37.4,Grizzlies
2000,82,48.2,85.5,14.5,67.7,31.6,13,12.8,19.4,16.5,36.1,63.5,36.5,87.4,12.6,66.2,33.8,Grizzlies
1999,82,48.4,86.1,13.9,66.7,23.4,12.6,13.7,20.7,17.1,43.3,54.8,45.2,90.7,9.3,58.8,41.2,Grizzlies
1997,82,48.4,86.3,13.7,67.7,21.7,12.3,13.8,20,15.8,46,62,38,91.7,8.3,65.2,34.8,Grizzlies
1996,82,48.2,80.3,19.7,64.9,21,18.3,12.6,16.8,17.3,43.9,62.6,37.4,84.5,15.5,66.1,33.9,Grizzlies
2019,73,48.1,65.4,34.6,56.1,6.5,29.1,15.2,14.7,15.2,49.6,54.7,45.3,88,12,63.3,36.7,Grizzlies
2020,72,48.3,65.8,34.2,56,6.7,29.5,15.3,14.5,16.3,49.3,54.3,45.7,87.2,12.8,62.8,37.2,Grizzlies
2011,66,48.3,84.3,15.7,68.5,21,13.3,16.5,18.2,20.8,47.5,49.1,50.9,85.2,14.8,53.2,46.8,Grizzlies
1998,50,48.7,88.2,11.8,67.3,23.2,10,12,22.7,17.8,44.1,55.7,44.3,88.5,11.5,58.6,41.4,Grizzlies
2021,82,48.4,57.8,42.2,47.3,8.2,37,9.9,15.7,15.7,39.1,53.7,46.3,84.9,15.1,64.4,35.6,Heat
2018,82,48.1,63.2,36.8,53.6,7.3,32.1,9.4,14.3,14.7,46.3,50.5,49.5,88,12,61.2,38.8,Heat
2017,82,48.6,64.2,35.8,53.8,10.4,31.9,9,14.3,15.9,43.4,45.7,54.3,90.8,9.2,58.5,41.5,Heat
2016,82,48.2,68.6,31.4,56.6,12.8,28.7,10.8,14.8,15.4,43.8,42.7,57.3,89.1,10.9,54.4,45.6,Heat
2015,82,48.4,77.9,22.1,64.7,18.2,18.2,11.1,17.1,14.8,46.4,47,53,92.8,7.2,54.3,45.7,Heat
2014,82,48.1,73.8,26.2,60,18.2,21.5,10.4,18.5,16.9,41.8,48.2,51.8,90.6,9.4,56.4,43.6,Heat
2013,82,48.5,70.8,29.2,59.1,14.9,23.8,12.9,17.1,18.9,44.2,50.9,49.1,88,12,58.8,41.2,Heat
2012,82,48.5,71.5,28.5,57.6,17.3,25.5,11.6,16.9,18.1,40.3,52.2,47.8,86.6,13.4,60,40,Heat
2010,82,48.2,76.5,23.5,59.4,22.2,19.6,13.9,21,15.7,37.2,47.9,52.1,81.9,18.1,54.1,45.9,Heat
2009,82,48.5,78.1,21.9,62.9,24.6,18.7,10,18.3,16.8,38.3,46.1,53.9,81,19,51.9,48.1,Heat
2008,82,48.7,75.5,24.5,60.8,23.1,21.7,9.8,17.5,17.6,37.7,48.5,51.5,82.6,17.4,55.1,44.9,Heat
2007,82,48.4,78.3,21.7,61.9,25.4,19.7,10.6,18.5,16.7,36.5,53.4,46.6,82.9,17.1,58.5,41.5,Heat
2006,82,48.4,75.5,24.5,61.6,18.7,20.4,11.4,18,16.4,42.9,51.4,48.6,85.6,14.4,57.6,42.4,Heat
2005,82,48.2,77.3,22.7,62.1,15.6,18.2,12.9,19.7,15.3,46.5,48.5,51.5,92.4,7.6,55.7,44.3,Heat
2004,82,48.7,80.2,19.8,63,20.2,17.1,11.5,19.9,14.7,42.8,52.8,47.2,85.5,14.5,57.8,42.2,Heat
2003,82,48.2,78.9,21.1,60.6,21.6,19.7,13.8,19.7,17.6,39,50.5,49.5,88.9,11.1,57.3,42.7,Heat
2002,82,48.4,83.1,16.9,66.7,29.9,14.9,11.6,18.4,17.2,36.8,51.9,48.1,82.5,17.5,55.8,44.2,Heat
2001,82,48.6,85.9,14.1,69.6,31.7,13.1,11,17.3,16.1,37.9,55.6,44.4,89.4,10.6,59.4,40.6,Heat
2000,82,48.5,77.9,22.1,60.8,24.6,19.7,11.2,19.5,19.1,36.2,56,44,81.2,18.8,60.5,39.5,Heat
1999,82,48.4,81.4,18.6,65.3,25.9,17.3,13.3,17.4,16,39.4,61.2,38.8,86.1,13.9,64.9,35.1,Heat
1997,82,48.2,75.6,24.4,59.1,18.2,21.1,14.4,19.8,16.9,40.9,57.3,42.7,79.9,20.1,61.7,38.3,Heat
1996,82,48.3,70.1,29.9,55.1,15.5,26.2,13,18.7,19.6,39.6,55.8,44.2,79.4,20.6,61.5,38.5,Heat
2019,73,48.6,58.1,41.9,46.5,7.3,35.9,10.1,17.6,14.5,39.1,55.8,44.2,84.9,15.1,65.7,34.3,Heat
2020,72,48.3,56.8,43.2,48.6,7.6,35.9,11,15.4,16.4,41.1,56.2,43.8,89.3,10.7,67.1,32.9,Heat
2011,66,48.6,80.2,19.8,63.9,20.7,17.1,13.9,19,20,43.2,48.5,51.5,84.1,15.9,53.8,46.2,Heat
1998,50,48.1,77.4,22.6,59.7,22.3,19.5,11.3,20.9,17.4,37.4,60.4,39.6,75.1,24.9,63.1,36.9,Heat
2021,82,48.2,57,43,48.1,9.1,36.5,11.4,15.4,13,38.9,46.1,53.9,78.9,21.1,57.2,42.8,Bucks
2018,82,48.2,58.1,41.9,50.6,5.5,34.2,15,15.2,14.1,45.1,50,50,82.5,17.5,60.1,39.9,Bucks
2017,82,48.4,70.3,29.7,58.2,13.7,24.7,13.8,17.2,17.2,44.5,50.1,49.9,88.3,11.7,58.5,41.5,Bucks
2016,82,48.2,71,29,57.9,11,25.4,13.3,16.6,16.7,46.9,53.4,46.6,92.9,7.1,62.4,37.6,Bucks
2015,82,48.4,81.1,18.9,66.6,15.6,16.3,13.9,17.1,18.6,51,55.5,44.5,89.8,10.2,60.3,39.7,Bucks
2014,82,48.6,77.7,22.3,63.3,19.5,20.4,15.4,16.4,19.6,43.8,57.1,42.9,88.8,11.2,62.7,37.3,Bucks
2013,82,48.5,76.9,23.1,61.4,18.3,21,13.3,17.6,16.9,43.1,54.7,45.3,81.2,18.8,59.6,40.4,Bucks
2012,82,48.4,76.8,23.2,62.3,19.1,22.2,13.5,15.4,18.1,43.2,54.8,45.2,81.7,18.3,60,40,Bucks
2010,82,48.4,78.4,21.6,61.9,23,19.2,10.9,18.9,18.1,38.8,48,52,88.2,11.8,54.9,45.1,Bucks
2009,82,48.7,74.1,25.9,60.1,22.2,24.2,10.8,15.8,16.7,37.9,49.5,50.5,85.1,14.9,57,43,Bucks
2008,82,48.2,79.2,20.8,61.4,23.2,18.8,11.7,19.8,18.7,38.1,53.9,46.1,89.2,10.8,59.9,40.1,Bucks
2007,82,48.4,80.5,19.5,64.7,22,17,10.5,18.3,15.2,42.7,53.5,46.5,84.7,15.3,58.2,41.8,Bucks
2006,82,48.4,78.1,21.9,63.6,18.1,19.2,13.1,17.2,17.6,45.4,51.2,48.8,84.4,15.6,56.7,43.3,Bucks
2005,82,48.4,79.7,20.3,61.6,20.2,19,13.6,19.5,17.2,41.3,53.6,46.4,87.8,12.2,59.4,40.6,Bucks
2004,82,48.2,85.9,14.1,66.2,26.2,12.2,10.6,21.6,15,40,54.3,45.7,88,12,58,42,Bucks
2003,82,48.2,82.8,17.2,63.9,22.1,15,12.8,21.1,15.2,41.8,58.8,41.2,90.3,9.7,63,37,Bucks
2002,82,48.5,77.1,22.9,60.3,23.8,21.5,12.4,18.2,16.2,36.6,52.7,47.3,89.9,10.1,59.9,40.1,Bucks
2001,82,48.5,75.9,24.1,61.2,27.3,22.2,12.6,16.5,14.7,33.9,55,45,84.3,15.7,60.7,39.3,Bucks
2000,82,48.2,78.2,21.8,61.7,28.5,20.4,14.5,17.8,16.9,33.2,52.9,47.1,87.9,12.1,59.3,40.7,Bucks
1999,82,48.4,84.3,15.7,67,32.8,14.2,14.7,18.8,17.7,34.2,54,46,88.8,11.2,58.3,41.7,Bucks
1997,82,48.6,89,11,68.9,30.2,9.6,16.7,21.5,18.8,38.7,54.2,45.8,81.1,18.9,56.5,43.5,Bucks
1996,82,48.1,85.4,14.6,67.6,23.3,12.4,14.5,20,17.2,44.3,51.3,48.7,78.4,21.6,54.3,45.7,Bucks
2019,73,48.2,57.2,42.8,49.7,8.2,34.9,15.1,15.4,14,41.5,49.8,50.2,81.1,18.9,59.8,40.2,Bucks
2020,72,48.1,59.6,40.4,50.5,9.9,36,12.1,13.5,13.6,40.6,46.8,53.2,78.2,21.8,56.9,43.1,Bucks
2011,66,48.1,77.6,22.4,63.2,21.2,20,14.2,16.8,18.4,42,57.8,42.2,81.7,18.3,62,38,Bucks
1998,50,48.2,83.8,16.2,66.4,29.3,15.1,13.5,18.5,20.2,37.1,54.3,45.7,88.3,11.7,58.8,41.2,Bucks
2021,82,48.2,54.6,45.4,46.3,5.2,38.2,13.1,15.5,17.1,41.1,51.9,48.1,79.7,20.3,61.7,38.3,Timberwolves
2018,82,48.4,68.5,31.5,56.1,12.1,26.9,10.4,17,15.5,44,50.5,49.5,86.2,13.8,59.1,40.9,Timberwolves
2017,82,48.3,73.9,26.1,60.3,15.3,22,8.8,17.7,16.2,44.9,48.7,51.3,82.5,17.5,55.3,44.7,Timberwolves
2016,82,48.3,75.1,24.9,60.9,17.6,20.8,12.1,18.3,15.8,43.2,53.5,46.5,88.5,11.5,60,40,Timberwolves
2015,82,48.5,79.8,20.2,62.9,19.8,16.3,13.3,20.9,16.1,43.1,57.8,42.2,85.7,14.3,61.9,38.1,Timberwolves
2014,82,48.3,82.1,17.9,64.4,22.1,15.2,13.2,20.4,17.8,42.3,55.7,44.3,82.5,17.5,59.3,40.7,Timberwolves
2013,82,48.4,75.5,24.5,59.1,14.8,20.5,15,20.4,17.6,44.3,56.4,43.6,83.8,16.2,61.6,38.4,Timberwolves
2012,82,48.1,78,22,63.5,20.7,17.2,12.9,19.3,18.9,42.8,59.2,40.8,79.8,20.2,62.4,37.6,Timberwolves
2010,82,48.2,77.7,22.3,60.4,20.2,21.3,11.8,18.3,16.2,40.1,47.6,52.4,77.9,22.1,53.4,46.6,Timberwolves
2009,82,48.2,82.9,17.1,67.1,22.8,15,15.4,17.8,15.9,44.4,47.5,52.5,84.6,15.4,52.4,47.6,Timberwolves
2008,82,48.3,77.3,22.7,60.9,19.1,20.3,10.3,18.8,14.5,41.8,49.1,50.9,87.5,12.5,56.1,43.9,Timberwolves
2007,82,48.1,81.5,18.5,67.2,22,16.9,9.2,15.9,14.9,45.2,47.4,52.6,86.2,13.8,53,47,Timberwolves
2006,82,48.8,83.3,16.7,66.3,29.9,14.6,9.4,19,16,36.4,57.6,42.4,89.6,10.4,61.7,38.3,Timberwolves
2005,82,48.4,85.1,14.9,68.5,30.5,12.4,11.8,19.1,16.7,38,57,43,79.7,20.3,59.4,40.6,Timberwolves
2004,82,48.2,82.7,17.3,66.8,32.6,14.9,11.5,18.3,13.4,34.2,59.3,40.7,87.6,12.4,63,37,Timberwolves
2003,82,48.2,86.3,13.7,69.8,35.5,12.6,11.5,17.6,15.7,34.3,59.1,40.9,89,11,62.3,37.7,Timberwolves
2002,82,48.3,88.2,11.8,71.5,32.5,11,12.7,17.5,15.9,39,63.2,36.8,85.1,14.9,65.3,34.7,Timberwolves
2001,82,48.3,84.8,15.2,68.2,29.8,14.6,12.9,17.2,15.2,38.4,60.4,39.6,79.3,20.7,62.8,37.2,Timberwolves
2000,82,48.4,86.9,13.1,70.8,34.2,12.1,15.5,17.1,17.4,36.7,63.7,36.3,88.2,11.8,66.2,33.8,Timberwolves
1999,82,48.5,89.6,10.4,73.7,37.7,9.2,15.4,17.1,16.5,36.1,66.9,33.1,85.9,14.1,68.4,31.6,Timberwolves
1997,82,48.6,87.2,12.8,68.9,29.8,11,14.1,20.2,16.9,39,64.5,35.5,74.6,25.4,65.5,34.5,Timberwolves
1996,82,48.2,83,17,65.1,25.8,14.1,11.1,20.8,17.9,39.3,63.4,36.6,66.6,33.4,63.8,36.2,Timberwolves
2020,72,48.3,58.7,41.3,49.3,5.3,35.1,10.8,15.7,16.5,44,53.2,46.8,83.5,16.5,63,37,Timberwolves
2011,66,48.3,73.8,26.2,58.2,16.6,22,10.6,19.8,14.4,41.7,47.4,52.6,84.1,15.9,54.8,45.2,Timberwolves
2019,64,48.6,56.7,43.3,47.8,4.4,35.3,9.9,16.9,14.7,43.4,49,51,79.1,20.9,59,41,Timberwolves
1998,50,48.1,90.5,9.5,73.9,37.1,7.9,12.6,18.3,18.5,36.7,64.9,35.1,86.1,13.9,66.3,33.7,Timberwolves
2021,82,48.2,63.5,36.5,54,9.8,29.2,13.1,16.7,15.2,44.3,53.1,46.9,87.3,12.7,62.1,37.9,Pelicans
2018,82,48.2,67.6,32.4,57.9,7.4,26.7,12.8,15.4,14,50.4,54.2,45.8,86.9,13.1,61.9,38.1,Pelicans
2017,82,48.7,68.1,31.9,58.1,11.2,27.4,13.7,14.5,14.6,46.9,54.9,45.1,87.6,12.4,62.7,37.3,Pelicans
2016,82,48.5,69.2,30.8,57.1,14.8,26.9,14.4,16,14,42.3,50.3,49.7,83.5,16.5,58.2,41.8,Pelicans
2015,82,48.2,72.3,27.7,58.2,17.9,25,12.1,16.8,14.6,40.3,51,49,80.9,19.1,57.7,42.3,Pelicans
2014,82,48.2,76.7,23.3,61.9,16.6,21.6,10.8,16.5,14,45.3,51.3,48.7,87.5,12.5,58.1,41.9,Pelicans
2013,82,48.4,80.7,19.3,64,18.3,17.8,13.3,18.2,16.8,45.6,50.6,49.4,86.6,13.4,56.3,43.7,Pelicans
2012,82,48.2,77.6,22.4,62.7,17.6,20.8,10.3,16.5,15.7,45.1,52.1,47.9,85.8,14.2,58.2,41.8,Pelicans
2010,82,48.4,80.8,19.2,64.2,24.6,17.1,11.8,18.7,17.2,39.6,52.3,47.7,86.3,13.7,57.4,42.6,Pelicans
2009,82,48.4,77,23,63.4,20.8,20.8,15,15.7,16.9,42.6,52,48,82.8,17.2,57.5,42.5,Pelicans
2008,82,48.2,76,24,59.9,20.4,21.2,10.9,18.8,15.7,39.6,47.1,52.9,89.9,10.1,55.3,44.7,Pelicans
2007,82,48.3,76.1,23.9,61.3,21.4,22.9,13.5,15.9,16.6,39.9,48.4,51.6,88.7,11.3,56.4,43.6,Pelicans
2006,82,48.5,81.2,18.8,64.2,20.5,17.4,12.9,18.3,15.8,43.8,45.6,54.4,85.5,14.5,51.7,48.3,Pelicans
2005,82,48.3,86.2,13.8,66.5,25.8,11.8,12.9,21.7,17.3,40.7,49.7,50.3,87.3,12.7,53.7,46.3,Pelicans
2004,82,48.6,79.9,20.1,63.5,26.7,17.2,11.4,19.3,16.3,36.8,60.1,39.9,82.2,17.8,63.4,36.6,Pelicans
2003,82,48.4,74.8,25.2,59.5,22,21.2,14,19.3,18.6,37.5,59.1,40.9,73.8,26.2,61.9,38.1,Pelicans
2002,82,48.5,83.9,16.1,65.2,26.8,15.7,11.9,19.1,17.5,38.4,58.2,41.8,85.4,14.6,62,38,Pelicans
2020,72,48.4,65.8,34.2,55.7,8.2,27.7,12.3,16.6,13.3,47.5,52.6,47.4,87.1,12.9,61.2,38.8,Pelicans
2019,72,48.4,59.7,40.3,49.9,6.9,35.3,14.3,14.7,14.4,43,51.6,48.4,87.4,12.6,63,37,Pelicans
2011,66,48.3,84.8,15.2,69,24.1,13.1,10,17.9,17,44.9,56.4,43.6,83.4,16.6,59.5,40.5,Pelicans
2021,82,48.2,57.2,42.8,46,6.9,37.2,10,16.9,14.7,39,46.5,53.5,79.5,20.5,58.1,41.9,Knicks
2018,82,48.2,66.6,33.4,53.9,11.8,28.8,10.6,17.3,14.1,42.1,41.8,58.2,82.6,17.4,52.5,47.5,Knicks
2017,82,48.4,73.4,26.6,62.1,17.4,23.6,8.2,14.3,14.5,44.7,49.9,50.1,86.9,13.1,57.3,42.7,Knicks
2016,82,48.4,72.1,27.9,59.4,20.7,24.7,10.4,15.9,13.8,38.7,46.9,53.1,84.5,15.5,55.1,44.9,Knicks
2015,82,48.3,74.4,25.6,59.8,23.5,22.7,8.6,17.5,12,36.4,47.7,52.3,87,13,55.7,44.3,Knicks
2014,82,48.4,76,24,61.6,25.3,22.3,9.1,16.1,15.9,36.3,55,45,83.6,16.4,60.6,39.4,Knicks
2013,82,48.4,69.8,30.2,56.1,22.1,28.2,9.1,15.7,17,34,45,55,81.8,18.2,54.2,45.8,Knicks
2012,82,48.1,64.6,35.4,51.4,17.6,32.6,8.8,16,17.8,33.7,39.8,60.2,83.3,16.7,52.7,47.3,Knicks
2010,82,48.2,69.7,30.3,54.4,16,26.3,12.5,19.3,16.7,38.4,47.5,52.5,82.1,17.9,56,44,Knicks
2009,82,48.5,68.8,31.2,56.9,17.6,26.6,9.7,16.4,15.3,39.4,47.9,52.1,84.9,15.1,56.7,43.3,Knicks
2008,82,48.3,67.8,32.2,54.1,14.3,28.6,10.2,17.3,16.2,39.9,44.7,55.3,84.3,15.7,55.1,44.9,Knicks
2007,82,48.5,78.5,21.5,62.3,19.1,18.5,9.6,19.2,14.1,43.3,46.1,53.9,79.2,20.8,51.6,48.4,Knicks
2006,82,48.8,78.4,21.6,60.8,14.4,17.8,9.6,21.4,15.4,46.4,47.5,52.5,79.7,20.3,52.8,47.2,Knicks
2005,82,48.6,85.8,14.2,63.8,18.6,12.2,8.1,23.9,15.8,45.2,47.9,52.1,84.4,15.6,52,48,Knicks
2004,82,48.5,81.2,18.8,63.6,25.2,16.6,9.4,19.8,16.3,38.4,51.5,48.5,81.2,18.8,55.9,44.1,Knicks
2003,82,48.5,82.9,17.1,65.6,28.2,16.1,9.5,18.2,15.2,37.5,54.8,45.2,83.5,16.5,58.8,41.2,Knicks
2002,82,48.4,76.5,23.5,60.1,29.2,23.1,8.8,16.8,16.1,30.9,55.5,44.5,80.7,19.3,60.7,39.3,Knicks
2001,82,48.3,79.4,20.6,62.4,26.4,18.9,10.5,18.7,15.6,36,56.6,43.4,82.9,17.1,61.1,38.9,Knicks
2000,82,48.5,82,18,65,27.1,16.1,8.3,18.9,17.6,37.9,50.6,49.4,82.6,17.4,55.2,44.8,Knicks
1999,82,48.4,85.3,14.7,67.4,30,13.9,9,18.7,16.5,37.4,50.2,49.8,88.6,11.4,54.8,45.2,Knicks
1997,82,48.4,82.2,17.8,66.1,28.1,15.3,12.7,18.6,18.8,38,59.5,40.5,81.2,18.8,62.4,37.6,Knicks
1996,82,48.4,79.2,20.8,61.7,21.6,18,11.9,20.3,18.2,40.1,59.5,40.5,79.6,20.4,62.8,37.2,Knicks
2020,72,48.4,65.3,34.7,51.7,10.6,33,8.3,15.3,14.1,41.1,41.6,58.4,84.2,15.8,54.3,45.7,Knicks
2019,66,48.4,68.2,31.8,57.5,11.5,27.1,8.9,15.4,14.9,45.9,45.1,54.9,87.2,12.8,55.2,44.8,Knicks
2011,66,48.3,71.2,28.8,57.2,15.9,24,12.6,18.8,19.2,41.3,47.7,52.3,86.5,13.5,56.2,43.8,Knicks
1998,50,48.4,84.1,15.9,64.9,23.5,14.4,11.3,20.6,18,41.4,56.4,43.6,82.7,17.3,59.8,40.2,Knicks
2021,82,48.3,58.1,41.9,50.6,5.4,35,10.3,14.5,14.4,45.2,46.6,53.4,82.8,17.2,58,42,Thunder
2018,82,48.4,65.3,34.7,54.7,9.4,29.8,15.9,15.6,16.8,45.3,45.1,54.9,81.4,18.6,54.8,45.2,Thunder
2017,82,48.4,65.5,34.5,54,13.3,29.9,14.1,16.1,17.3,40.7,42.6,57.4,83.1,16.9,53.5,46.5,Thunder
2016,82,48.3,70.5,29.5,58.2,11.4,23.8,15.8,18,14.7,46.8,46.6,53.4,77.3,22.7,53.2,46.8,Thunder
2015,82,48.4,72.5,27.5,59.6,16.4,22.5,15.7,17.9,13.7,43.3,50.8,49.2,75.8,24.2,55.8,44.2,Thunder
2014,82,48.4,73.8,26.2,59.9,16.7,22.2,16.4,17.9,14.8,43.2,46.1,53.9,79.9,20.1,52.8,47.2,Thunder
2013,82,48.3,72.9,27.1,58.1,18.4,22.9,15.3,19,16.7,39.7,52.1,47.9,71.5,28.5,56.2,43.8,Thunder
2012,82,48.4,75.6,24.4,58.3,18,20.7,15.8,21,17.2,40.3,49.2,50.8,85.1,14.9,56.1,43.9,Thunder
2010,82,48.8,78.8,21.2,60,19.3,17,15.4,23,16.2,40.7,48.8,51.2,84.8,15.2,54.5,45.5,Thunder
2009,82,48.3,81.5,18.5,63.6,21.2,15.1,15.5,21.4,17.7,42.4,48,52,88.3,11.7,53.5,46.5,Thunder
2008,82,48.3,85.9,14.1,67.2,23.6,12.4,15,20.4,15.8,43.6,51.5,48.5,87.8,12.2,55.5,44.5,Thunder
2007,82,48.4,86.6,13.4,70.3,28.2,11.7,16.2,18,13.9,42.1,52.7,47.3,85,15,55.9,44.1,Thunder
2006,82,48.4,78.1,21.9,62,19,19.4,11.9,18.6,16.7,43,50.3,49.7,81.1,18.9,55.6,44.4,Thunder
2005,82,48.4,75.7,24.3,58.8,20,21.6,14.5,19.6,15.8,38.8,48.1,51.9,83.6,16.4,55.1,44.9,Thunder
2004,82,48.2,71.9,28.1,54.6,17.4,24.6,9.9,20.7,15.9,37.3,41.1,58.9,86.5,13.5,51.6,48.4,Thunder
2003,82,48.3,70.6,29.4,55.7,18.4,27.2,13.5,17.1,17.2,37.2,51.9,48.1,87.6,12.4,60.6,39.4,Thunder
2002,82,48.4,80.4,19.6,64.4,25.2,18.1,12.6,17.5,18.7,39.2,56,44,90.6,9.4,61.5,38.5,Thunder
2001,82,48.4,80.7,19.3,65.9,23.1,18.3,12.4,15.8,18.1,42.9,56,44,91.2,8.8,61.5,38.5,Thunder
2000,82,48.3,82.4,17.6,64.3,16.9,17.5,15.4,18.2,18.1,47.4,53.8,46.2,88.6,11.4,59.2,40.8,Thunder
1999,82,48.2,76.8,23.2,63.1,20.8,20.2,15.9,16.8,16.6,42.3,55.8,44.2,82.1,17.9,60.4,39.6,Thunder
1997,82,48.2,75.7,24.3,59,17.5,22.6,15.7,18.4,19.6,41.4,59.1,40.9,88.4,11.6,65.1,34.9,Thunder
1996,82,48.2,75.3,24.7,58.9,13.6,20.3,15.5,20.9,20.9,45.3,58.4,41.6,90.9,9.1,64.4,35.6,Thunder
2020,72,48.2,60.1,39.9,51.3,5.8,34,8.8,14.7,13.6,45.4,45.5,54.5,82.4,17.6,56.8,43.2,Thunder
2019,72,48.4,64.7,35.3,53.1,11.7,29.1,8.6,17.9,15.3,41.4,45.7,54.3,77.8,22.2,54.3,45.7,Thunder
2011,66,48.5,74.8,25.2,58.5,17.9,20.8,15.6,20.7,15.6,40.6,41.9,58.1,82.8,17.2,49.7,50.3,Thunder
1998,50,48.4,77.4,22.6,61,17.2,19.5,13.2,19.4,16.6,43.8,56.9,43.1,85.4,14.6,61.9,38.1,Thunder
2021,82,48.2,58.3,41.7,50.1,6.5,35.1,10.4,14.9,13.6,43.6,49.9,50.1,88,12,62,38,Magic
2018,82,48.2,64,36,54.1,13,31.9,10.1,14,14.2,41,55.3,44.7,83.2,16.8,63.2,36.8,Magic
2017,82,48.1,65.8,34.2,55.1,11.1,29.9,12.2,15,15.1,44.1,51.5,48.5,85.1,14.9,60.4,39.6,Magic
2016,82,48.3,70,30,58.8,17.1,25.4,13.9,15.8,14.8,41.8,49.5,50.5,87.6,12.4,58,42,Magic
2015,82,48.5,74.5,25.5,62.3,19.6,22.8,12.1,14.9,17.4,42.7,52.8,47.2,87.4,12.6,59.6,40.4,Magic
2014,82,48.2,76.5,23.5,64.3,17.1,21.2,11.8,14.5,17.1,47.2,48,52,86.8,13.2,55,45,Magic
2013,82,48.7,76.5,23.5,62.1,22.6,21.3,11.7,16.5,15.3,39.5,52.3,47.7,78.3,21.7,57.1,42.9,Magic
2012,82,48.2,77.7,22.3,67,20.7,19.7,10.6,13.3,14.9,46.4,56.3,43.7,82,18,60.5,39.5,Magic
2010,82,48.4,67.2,32.8,53.7,16.2,28.4,11.3,17.9,15.2,37.5,45.4,54.6,83.5,16.5,55.3,44.7,Magic
2009,82,48.1,65,35,51.4,13.7,29.9,11.8,18.7,13.9,37.7,42.1,57.9,83.7,16.3,53.7,46.3,Magic
